page,country,rev_id,prediction
José Abel,East Timorese,699698855,Stub
Yahya Al-Mutawakel,Yemen,699698896,Stub
Óscar González (politician),Mexico,699700649,Stub
Rosebud Kurwijila,Tanzania,699701755,Stub
Constantin Angelescu,Romania,699739069,Stub
Ivan Marazov,Bulgaria,699876153,Stub
William Henry Dillon Bell,New Zealand,699931269,Stub
Ibrahim Ismail (politician),Maldives,699979806,C
Choudry Mohammad Sadiq,Pakistan,700002117,Stub
William Lundström,Finland,700027061,Stub
Ivon Wardle,Australia,700061282,Stub
Alexandre-François Vivien,France,700172278,C
Andrea Törnestam,Sweden,700180948,Stub
Natisio Loluke,South Sudan,700307974,Stub
Teker Riek Dong,South Sudan,700312550,Stub
Sydney Innes-Noad,Australia,700355020,Stub
Joseph Beeston,Australia,700355034,Stub
John Hall (New South Wales politician),Australia,700355073,Stub
Tórbjørn Poulsen,Faroese,700400143,Stub
Jacek Majchrowski,Poland,700445444,Start
Antão Martins Homem,Portugal,700458967,Start
Charles Chaumet,France,700474660,Stub
Albert Roussin,France,700475564,Stub
Léon Martin Fourichon,France,700476319,Stub
Louis Raymond de Montaignac de Chauvance,France,700476353,Stub
Fritz Heckert,Germany,700669417,Stub
Grand Empress Dowager Shangguan,China,700670718,C
Zaharije Trnavčević,Serbia,700719585,Stub
Mohamed Kamel Leilah,Egypt,700864508,Stub
Aleksandr Zolotarev,Ukraine,700932354,Start
Timothy Ting,Taiwan,701014752,Start
Moinuddin Ahmed Chowdhury,Bangladesh,701047665,C
Dewan Farid Gazi,Bangladesh,701048027,Stub
Tawfik Tirawi,Palestinian Territory,701106976,Start
Léon de la Fontaine,Luxembourg,701219833,Start
Mārtiņš Antons,Latvia,701394744,Stub
Aigars Prūsis,Latvia,701395219,Stub
Kumar Lingden,Nepal,701431224,Stub
Samuel R. Spencer,United States,701437626,Stub
Winston Jessurun,Suriname,701452937,Start
Nikolay Goloded,Belarus,701588716,Stub
Alfred Edwin Winter,Australia,701742218,Stub
Minkailu Bah,Sierra Leone,701745522,Stub
Demmus Hentze,Faroese,701771698,Start
Raimundo Colombo,Brazil,701832149,Stub
Khaled Dawoud,Egypt,701871912,Stub
Edgar V. Saks,Estonia,701896358,Start
Samuel Yaw Adusei,Ghana,701904302,Stub
List of Nigerien politicians,Niger,701961167,Stub
Zhao Xinchu,China,701998658,Stub
Manuel Pérez (President of Nicaragua),Nicaragua,702098995,Stub
Tomas Bertelman,Sweden,702258783,Stub
U Thaung (politician),Myanmar,702355716,Stub
Chan Nyein,Myanmar,702357552,Stub
Barry Diawadou,Guinea,702484294,Stub
Antonio Mucci,Argentina,702509338,Stub
Bengt Jönsson (Oxenstierna),Sweden,702687818,Stub
Jacob Magnus Sprengtporten,Finland,702707688,Start
Johan Oxenstierna,Sweden,702712670,Start
Hikmat Mizban Ibrahim al-Azzawi,Iraq,702727008,Start
Axel Lille,Finland,702729826,Stub
Nils Jönsson (Oxenstierna),Sweden,702740797,Start
Mikhail Aleksandrovich Stakhovich,Russia,702832114,Stub
Bo Holmberg,Sweden,702875035,Stub
Lauri Kaijalainen,Finland,702893111,Stub
Hubert Gorbach,Austria,702930848,Stub
Sergei Ivanovich Tiulpanov,Russia,702949370,Start
Veit Ludwig von Seckendorff,Germany,702964122,Start
Giovanni Lonfernini,San Marino,702969677,Stub
Mats Svegfors,Sweden,702972334,Stub
Lamine Sidimé,Guinea,702973103,Stub
Daniel Williams (governor-general),Grenada,702974211,Start
Nemesi Marqués Oste,Spain,702974510,Stub
Guillermo Lora,Bolivia,703029024,Stub
Young Vivian,Niuean,703037968,Start
Ahmed al-Barak,Iraq,703053769,Stub
Wael Abdul Latif,Iraq,703053876,Stub
Dara Nur al-Din,Iraq,703053905,Stub
Mufid Mohammad Jawad al-Jazairi,Iraq,703054379,Stub
Nuri Badran,Iraq,703054420,Stub
Abdel Amir Abbud Rahima,Iraq,703054447,Stub
Ali Faik al-Ghadban,Iraq,703054465,Stub
Khodayyir Abbas,Iraq,703054481,Stub
Hashim Abderrahman al-Shibli,Iraq,703054542,Start
Rashad Mandan Omar,Iraq,703054561,Stub
Sami Azara al-Majun,Iraq,703054581,Stub
Kamel al-Kilani,Iraq,703054633,Stub
Mohammad Jassem Khodayyir,Iraq,703054668,Stub
Carlos Durán Cartín,Costa Rica,703055426,Stub
Aniceto Esquivel Sáenz,Costa Rica,703055552,Stub
Tommy Funebo,Sweden,703060685,Stub
Garrett D. Kinney,United States,703098503,Stub
Manuel Isidoro Belzu,Bolivia,703105765,C
Noel Ahipeaud,Ivorian,703133769,Stub
Juan José de Amézaga,Uruguay,703183568,Start
Francisco Javier Zaldúa,Colombia,703187650,C
John Willard (Australian politician),United Kingdom,703207074,Stub
Claude Lise,Martinique,703216645,Stub
"Charles Louis Bernard de Cléron, comte d'Haussonville",France,703222512,Stub
Philippe Massoni,France,703224305,Stub
David John Rankin,Canada,703226576,Stub
Aleksander Arendt,Poland,703296748,Stub
Bernard Szczęsny,Poland,703296780,Stub
Szczepan Lewna,Poland,703296853,Stub
Miguel Cárdenas,Mexico,703325745,Stub
Mohamed Lemine Ch'bih Ould Cheikh Melainine,Mauritania,703331074,C
Gun Carlson,Finland,703366953,Stub
Roger Jansson,Finland,703366980,Stub
Muhammad Said al-Attar,Yemen,703380433,Stub
Hassan Muhammad Makki,Yemen,703384635,Stub
Kadhi Abdullah al-Hagri,Yemen,703384656,Stub
Alan Huckle,United Kingdom,703385617,Stub
Sergei Zubatov,Russia,703386200,Start
Olof Erland,Finland,703392035,Stub
Sune Eriksson,Finland,703392121,Stub
Fredrik Gyllenborg,Sweden,703401191,Stub
Bruno Erhard Abegg,Germany,703401364,Stub
Daniel Constantin (administrator),France,703403120,Stub
Gert Rudolph,South Africa,703405191,Start
Anton von Winzor,Austria,703406889,Stub
Francisco Lopes,Portugal,703412803,Stub
Alberto Oreamuno Flores,Costa Rica,703416870,Stub
Zhang Anshi,China,703422434,Stub
Jacques Claude Beugnot,France,703423083,Start
Simon Jenko,Carniolan,703436823,Start
Nzo Ekangaki,Cameroon,703442039,Start
Theodor Ab Yberg,Switzerland,703463813,Start
Park In-won,South Korean,703478926,Stub
Manuel Montt,Chile,703494680,Start
José Antonio Mora,Uruguay,703495399,Stub
Faizanullah Faizan,Afghanistan,703507854,Stub
Francisco Romão,Angola,703532164,Stub
Ohannes Tchekidjian,Armenia,703540064,Start
Lagitupu Tuilimu,Tuvalu,703546632,Start
Hans von Dellingshausen,Sweden,703547153,Stub
Cyryl Ratajski,Poland,703550487,Stub
Dragan Mikerević,Bosnia-Herzegovina,703551448,Stub
Émile Deschanel,France,703555897,Stub
Ragnar Arnalds,Iceland,703558722,Stub
Sigurður Kári Kristjánsson,Iceland,703558902,Stub
Guðjón Arnar Kristjánsson,Iceland,703559376,Stub
Magnús Þór Hafsteinsson,Iceland,703559571,Stub
Lars Herman Gyllenhaal,Sweden,703560413,Stub
Gregory Fortuin,New Zealand,703569338,Stub
Rogatien Biaou,Benin,703580130,Stub
Charles Saunders (administrator),South Africa,703652809,Start
Paul Southwell,Saint Kitts and Nevis,703666654,Start
Zheng Chenggong,China,703693244,Stub
Manuel Guillermo Pinto,Argentina,703707383,Stub
Mohlabi Tsekoa,Lesotho,703719281,Start
Jorge de Melo,Portugal,703721936,Stub
Giuseppe Arzilli,San Marino,703726449,Stub
Roberto Raschi,San Marino,703726461,Stub
Huo Guang,China,703759447,C
Petrus Compton,Saint Lucian,703819839,Stub
Ernest Ako,Ghana,703821686,Stub
Fritz Theilen,Germany,703857757,Stub
Juho Niukkanen,Finland,703874973,Stub
Alexander Creighton Arthur,New Zealand,703875077,Stub
Abebe Aregai,Ethiopia,703915721,B
Andriy Chornovil,Ukraine,703922417,Stub
Max Binder,Switzerland,703925527,Stub
Khin Htay Kywe,Myanmar,703937309,Stub
Myint Aung (MP),Myanmar,703937386,Stub
Paul-Marie Yembit,Gabon,704000120,Stub
Jacques Germeaux,Belgium,704001951,Stub
Anthony Daly (Whiteboy),Ireland,704004670,Stub
Santos Acosta,Colombia,704010140,Start
Constantin Dăscălescu,Romania,704039294,Stub
Gheorghe Pop de Băsești,Romania,704047959,Stub
Henry Ajomale,Nigeria,704094181,Stub
Robert Melville Smith,Canada,704136762,Stub
Kolapo Ishola,Nigeria,704235837,Start
Batarah Shah Tengah,Philippines,704358444,C
Sita Subedi,Nepal,704369545,Stub
Jan Malypetr,Czech Republic,704424304,Stub
Víctor Olea Alegría,Chile,704428239,Stub
Kazimierz Krasiński,Poland,704438564,Stub
Théophile Aube,France,704438953,Stub
Jean Marie Antoine de Lanessan,France,704451065,Start
Stanisław Antoni Szczuka,Poland,704452023,Start
Karol Marcinkowski,Poland,704455431,Start
Louis-Lucien Klotz,France,704460602,Start
Mirosław Dzielski,Poland,704467987,Stub
Peter Tatár,Slovakia,704476712,Stub
Ali al-Haidari,Iraq,704491213,Stub
Myra Freeman,Canada,704516768,Start
Ewaryst Estkowski,Poland,704529226,Stub
Tytus Działyński,Poland,704529261,Start
Maksymilian Jackowski,Poland,704529371,Stub
Antoni Kraszewski,Poland,704529469,Stub
Ferdinand von Hansemann,Germany,704529565,Stub
Ludwik Mycielski,Poland,704529649,Stub
Andrzej Niegolewski,Poland,704529680,Stub
Władysław Niegolewski,Poland,704529707,Stub
Gustaw Potworowski,Poland,704529774,Stub
Piotr Wawrzyniak,Poland,704529947,Stub
Aniela Tułodziecka,Poland,704529983,Stub
Heinrich von Tiedemann,Germany,704530012,Stub
Roman Szymański,Poland,704530050,Stub
Florian Stablewski,Poland,704530111,Stub
Walenty Stefański,Poland,704530148,Stub
Karol Rzepecki,Poland,704530193,Stub
Edward Raczyński (1786–1845),Poland,704530253,Stub
Luis Eduardo Garzón,Colombia,704569851,Start
Lasse Wiklöf,Finland,704575541,Stub
Mōri Gorō,Japan,704596904,Stub
Magomed Omarov (politician),Russia,704597450,Start
Danilo Baroni,Argentina,704600764,Stub
Abdul Razak al-Hashimi,Iraq,704611447,Stub
Mario Monje,Bolivia,704636414,Stub
Thomas François Burgers,South African Republic,704636517,C
Sam Brown (Rastafari),Jamaica,704651379,Start
Nehro Mohammed,Iraq,704668476,Stub
Zhou Jiannan,China,704676106,Stub
Sten Wahlund,Sweden,704689916,Stub
Philip O. Emafo,Nigeria,704719275,Stub
Árni Sigfússon,Iceland,704744768,Stub
Pierre Mazeaud,France,704745155,Start
Amangeldy Muraliyev,Kyrgyzstan,704772645,Stub
Thomas Nimely,Liberia,704779585,Stub
Céleo Arias,Hondura,704789339,Stub
Karl Zell,Germany,704816808,Start
Pierre Muller,Switzerland,704830391,Stub
Jules Develle,France,704833506,Stub
Ferenc Münnich,Hungary,704859854,Start
Antal Dovcsák,Hungary,704860350,Stub
Irina Krohn,Finland,704866062,Stub
Oscar Alende,Argentina,704875463,Start
"Pedro de Alcántara Álvarez de Toledo, 13th Marquis of Villafranca",Spain,704888246,Stub
Uriel Yitzhaki,Israel,704893591,Stub
Mikhail Lapshin,Russia,704897187,Stub
Carl Edvard Rotwitt,Denmark,704906631,Stub
Christian Emil Krag-Juel-Vind-Frijs,Denmark,704909164,Stub
Ludvig Holstein-Holsteinborg,Denmark,704909244,Stub
Christen Andreas Fonnesbech,Denmark,704909670,Stub
Josefa Dimuri,Fiji,704914179,Start
Tage Reedtz-Thott,Denmark,704916318,Stub
Hugo Egmont Hørring,Denmark,704916375,Stub
Johan Henrik Deuntzer,Denmark,704917703,Stub
James Ah Koy,Samoan,704919844,B
Frode Sørensen (politician),Denmark,704929287,Stub
Pyotr Krasikov,Russia,704933176,Stub
Christian Ulrik Gyldenløve,Denmark,704936337,Stub
Zaur Ardzinba,Abkhazia,704938340,Start
Israel Pinheiro da Silva,Brazil,704954450,Stub
Germán Riesco,Chile,704966834,C
Władysław Stanisław Zamoyski,Poland,704971958,Stub
Roman Sołtyk,Poland,704981447,Stub
Muhammed Ibrahim al-Juraissey,Iraq,704981869,Stub
Peter Friederich,Switzerland,704987150,Stub
Augusto Farias,Brazil,705001594,Stub
George Durant,United Kingdom,705015595,Start
Antoni Jan Ostrowski,Poland,705017090,Start
Franciszek Ksawery Godebski,Poland,705038435,Stub
Jakov Nenadović,Serbia,705046546,Start
Šahbaz Džihanović,Bosnia-Herzegovina,705071250,Stub
Emanuel Moravec,Czech Republic,705080136,Start
Salih Usar,Cyprus,705088060,Stub
Silvije Degen,Croatia,705106158,Stub
Joan Coxsedge,Australia,705111781,Stub
Anatoly Bykov,Russia,705119502,Stub
Juan Luis Sanfuentes,Chile,705122808,Start
Roberto Lavagna,Argentina,705167083,C
António Pinto Soares,Costa Rica,705177330,Start
Vicente Lucio Salazar,Ecuador,705180584,Stub
Husein Hasanally Abdoolcader,Malaysia,705200309,Stub
Osman Ertuğ,Cyprus,705200468,Stub
Eşref Vaiz,Cyprus,705202080,Stub
Hüseyin Öztoprak,Cyprus,705202157,Stub
Alexander Filatov,Russia,705204037,Stub
Ginés González García,Argentina,705206510,Start
Birger Brosa,Sweden,705206616,Start
Niko Nawaikula,Fiji,705212313,Start
Charles Bellringer,New Zealand,705213504,Stub
Va'aelua Eti Alesana,Samoan,705218371,Start
Sidibe Korian Sidibe,Mali,705222873,Stub
Germán Ignacio Riesco,Chile,705226005,Stub
Max Maurenbrecher,Germany,705228603,Start
Patrick Raphael,South Sudan,705236060,Stub
Montserrat Gibert,Spain,705244503,Stub
Evelyn Shannon,Canada,705247791,Stub
Injimo Managreve,Fiji,705254033,Stub
Ihab el-Sherif,Egypt,705264062,Start
Tomasz Sołtyk,Poland,705267741,Stub
Ricardo Arias,Panama,705267817,Stub
José Ramón Guizado,Panama,705267832,Stub
Domingo Díaz Arosemena,Panama,705268153,Stub
Enrique Adolfo Jiménez,Panama,705268171,Start
Ezequiel Fernández,Panama,705268248,Stub
Ernesto Tisdel Lefevre,Panama,705268496,Stub
Pedro Antonio Díaz,Panama,705268522,Stub
Ciro Luis Urriola,Panama,705268536,Stub
Pablo Arosemena,Panama,705268645,Stub
Uguccione della Faggiuola,Italy,705272416,Stub
Fredrik Ström,Sweden,705274650,Start
Rudolf Brestel,Austria,705277835,Stub
Kazimierz Kierzkowski,Poland,705286745,Stub
Luis López de Mesa,Colombia,705288012,Stub
Gerardo Molina,Colombia,705288814,Stub
Torstein Dahle,Norway,705293831,Start
Steinunn Valdís Óskarsdóttir,Iceland,705301730,Stub
Antonio Berti (senator),Italy,705322126,Stub
Božidar Adžija,Croatia,705332341,Stub
Juan Francisco de Molina,Hondura,705346284,Stub
Felipe Neri Medina,Hondura,705346304,Stub
Mariano Garrigó,Hondura,705346378,Stub
José María Bustillo (Honduran),Hondura,705346396,Stub
Francisco Gómez (acting president),Hondura,705346462,Stub
Salvador Aguirre (Honduras),Hondura,705346724,Stub
Francisco Bográn,Hondura,705346741,Stub
Evaristo Rocha,Nicaragua,705346794,Stub
Joaquín del Cosío,Nicaragua,705346842,Stub
Tomás Valladares,Nicaragua,705346888,Stub
Juan de Dios Orozco,Nicaragua,705346938,Stub
Silvestre Selva,Nicaragua,705346996,Stub
José León Sandoval,Nicaragua,705347018,Stub
Toribio Terán,Nicaragua,705347032,Stub
Benito Rosales,Nicaragua,705347050,Stub
Norberto Ramírez,Nicaragua,705347079,Stub
Justo Abaunza,Nicaragua,705347109,Stub
Laureano Pineda,Nicaragua,705347141,Stub
José de Jesús Alfaro,Nicaragua,705347152,Stub
Fruto Chamorro,Nicaragua,705347173,Start
Tomás Martínez,Nicaragua,705347224,Stub
Fernando Guzmán Solórzano,Nicaragua,705347243,Stub
Pedro Joaquín Chamorro Alfaro,Nicaragua,705349064,Start
Joaquín Zavala,Nicaragua,705349092,Stub
Evaristo Carazo,Nicaragua,705349139,Stub
Nicolás Osorno,Nicaragua,705349167,Stub
Salvador Machado,Nicaragua,705349213,Stub
Manuel Vizcarra,Mexico,705353421,Stub
Fermín Palacios,Salvadoran,705353491,Stub
Eugenio Aguilar,Salvadoran,705353565,Stub
Tomás Medina,Salvadoran,705353584,Stub
Ramón Rodríguez (Salvadoran politician),Salvadoran,705353647,Stub
Vicente Gómez,Salvadoran,705353678,Stub
Lorenzo Zepeda,Salvadoran,705353843,Stub
José María Peralta,Salvadoran,705353896,Stub
Francisco Menéndez,Salvadoran,705353975,Stub
Pedro José Escalón,Salvadoran,705354095,Stub
Fernando Figueroa,Salvadoran,705354112,Stub
Carlos Meléndez (politician),Salvadoran,705354212,Stub
Ognjen Prica,Croatia,705360501,Start
Otokar Keršovani,Croatia,705360606,Start
Rafael Carvajal,Ecuador,705361515,Stub
Rafael Pólit,Ecuador,705361631,Stub
Gonzalo Córdova,Ecuador,705361890,Stub
Alberto Guerrero Martínez,Ecuador,705361977,Stub
Andrés Córdova,Ecuador,705362182,Stub
Ramón Castro Jijón,Ecuador,705362274,Stub
Manuel Antonio Ortiz,Paraguay,705363525,Stub
Carlos Loizaga,Paraguay,705363610,Stub
José Díaz de Bedoya,Paraguay,705363657,Stub
Patricio Escobar,Paraguay,705363872,Start
Juan Gualberto González,Paraguay,705363891,Start
Baron Alexander von Bach,Austria,705369652,Start
Jaime Zea,Peru,705381218,Stub
Georg Bernhard Bilfinger,Germany,705383874,Start
Fabio Castillo Figueroa,Salvadoran,705385310,Stub
George Little (Manitoba politician),Canada,705386024,Stub
Eugène Diomi Ndongala Nzomambu,"Congo, Dem. Rep. of",705390654,Stub
Landing Badji,Senegal,705395252,Stub
Omar Gassama,Gambia,705395257,Stub
Krešimir Ćosić (politician),Croatia,705397692,Stub
Manuel Mora,Costa Rica,705402311,Stub
François Biltgen,Luxembourg,705409866,Start
An Chang-ryon,"Korea, South",705419921,Stub
An Myong-ok,"Korea, South",705420162,Stub
An Yong-hyon,"Korea, South",705420173,Stub
Paek Se-yun,"Korea, South",705426676,Stub
Pak Chang-sik,"Korea, South",705426756,Stub
Paek Se-bong,"Korea, South",705426772,Stub
President of the General Council of Martinique,Martinique,705428274,Stub
Tom Høyem,Denmark,705431624,Stub
Othman I,Chad,705432607,Stub
Mick Beddoes,Fiji,705433513,C
Dhari Ali al-Fayadh,Iraq,705434314,Stub
Michael Rojeski,Canada,705436088,Stub
Mars Di Bartolomeo,Luxembourg,705459067,Stub
Henri Grethen,Luxembourg,705460148,Stub
Lucien Lux,Luxembourg,705460585,Start
Michał Grażyński,Poland,705467367,Start
Francisco de la Lastra,Chile,705490419,Start
Khin Maung Swe,Myanmar,705518003,Stub
Vladimir Laptev,Russia,705518883,Stub
Mohammad Saeedi,Iran,705527296,Stub
Chen Lei (Heilongjiang),China,705528950,Stub
Gudmundur Fjelsted,Canada,705539849,Stub
Hannes Maasel,Estonia,705543133,Stub
Otto Grimlund,Sweden,705546376,Stub
Samuel Fletcher,Canada,705547266,Stub
Bergur Sigurbjörnsson,Iceland,705550209,Stub
Johann von Appel,Bosnia-Herzegovina,705557717,Stub
Kurt Meyer (Lucerne),Switzerland,705570766,Stub
Rodoljub Čolaković,Bosnia-Herzegovina,705579844,Stub
Antonio Tanaburenisau,Fiji,705585115,Start
Gidado dan Laima,Nigeria,705586751,Start
Osvaldo de Jesus Serra Van-Dúnem,Angola,705597487,Stub
Moritz Wahrmann,Hungary,705601685,Start
Lalhmingthanga,India,705607317,Stub
Srirang Narvekar,India,705607410,Stub
Ana Rita Esgário,Brazil,705619664,Stub
Elena Bomeshko,Moldova,705622230,Stub
Darko Matijašević,Bosnia-Herzegovina,705622580,Stub
Allan Wagner Tizón,Peru,705631918,Stub
Bouchaib Benlabsir,Morocco,705653632,Stub
George Boley,Liberia,705700815,Stub
Aye Tha Aung,Myanmar,705706890,Start
Théophile Mbemba Fundu,"Congo, Dem. Rep. of",705707214,Stub
Seïdou Mama Sika,Benin,705720356,Stub
Ntumba Luaba,"Congo, Dem. Rep. of",705723187,Stub
Myra Ndjoku Manianga,"Congo, Dem. Rep. of",705723441,Stub
Alfredo Palacios,Argentina,705726893,Stub
Antonio Carrillo Flores,Mexico,705727586,Start
Héctor Icazuriaga,Argentina,705736835,Start
Hugo Anzorreguy,Argentina,705736979,Stub
Miguel Ángel Toma,Argentina,705737107,Start
Jorge Domínguez (politician),Argentina,705746468,Stub
Sela Nanovo,Fiji,705765669,Stub
Taito Waqavakatoga,Fiji,705765780,Stub
Fons Borginon,Belgium,705775235,Start
Luc Mesadieu,Haiti,705776541,Stub
Nikolay Dudov,Russia,705817095,Stub
Rudi Mittig,Germany,705842209,Stub
Nikolay Shaklein,Russia,705870505,Stub
Reşat Çağlar,Cyprus,705878369,Stub
Mikhail Prusak,Russia,705882918,Stub
Alexey Chernyshyov,Russia,705883069,Stub
Gregory Schulte,United States,705886439,Start
Gaspar Fagel,Netherlands,705901879,Start
Swelethu Madasa,South Africa,705904127,Stub
Ahmed Attaf,Algeria,705910185,Stub
Peter Jankowitsch,Austria,705911885,Stub
Bernard Stasi,France,705915804,C
Petro Franko,Ukraine,705920025,Start
Bernardino de Mendoza,Spain,705924460,Start
Vilhelm Knorin,Belarus,705924765,Stub
Mohamed Hashi,Somalia,705925026,Stub
Sigurrós Þorgrímsdóttir,Iceland,705927033,Stub
Claudio Muccioli,San Marino,705929702,Stub
Benjamin Zymler,Brazil,705951934,Stub
Sughra Imam,Pakistan,705953821,Start
Rigaud Duplan,Haiti,705960229,Stub
Remidus E. Kissassi,Tanzania,705961390,Stub
Empress Yan Ji,China,705968296,Start
John Richard Donovan Glascott,Myanmar,705980040,Start
Ren Renfa,China,705986322,Start
Géza Malasits,Hungary,705993227,Stub
Ernesto Rossi (politician),Italy,706015433,Stub
Nikolay Bogachyov,Russia,706047516,Start
Adam Kok III,South Africa,706049252,Stub
Tynychbek Akmatbayev,Kyrgyzstan,706066998,Stub
Klaus Bondam,Denmark,706067548,Stub
Vũ Khoan,Vietnam,706073156,Stub
Kaisa Leka,Finland,706085467,Start
Pedro Cerisola,Mexico,706100027,Stub
Mohammad Fahim Dashty,Afghanistan,706112927,Stub
Stoyan Alexandrov,Bulgaria,706114162,Stub
David Farhat,Liberia,706114442,Stub
Solomon Musa,Sierra Leone,706115246,Start
Inge Genefke,Denmark,706119974,Stub
Jolly Nyame,Nigeria,706146554,Stub
Kwamena Ahwoi,Ghana,706152385,Start
Haji Mussa Kitole,Tanzania,706183416,Stub
Roland Massaquoi,Liberia,706183637,Stub
Joseph Korto,Liberia,706183676,Stub
Samuel Raymond Divine,Liberia,706183917,Stub
